,Bedrooms,Capacity,Id,Price,Property_Type,Review_Count,Room_Type,Star_Rating
3,2,2,12136035,90,Townhouse,0,Entire home/apt,0.0
4,1,2,4085756,89,House,10,Private room,5.0
5,2,4,8555407,107,House,28,Entire home/apt,5.0
6,1,5,5104507,100,Townhouse,3,Entire home/apt,5.0
7,1,2,8329369,36,Apartment,31,Private room,5.0
8,1,2,11604108,85,Apartment,1,Entire home/apt,0.0
9,2,5,4172233,85,House,76,Entire home/apt,5.0
10,1,2,6448808,68,Apartment,66,Private room,5.0
11,1,3,11420301,89,Apartment,7,Entire home/apt,5.0
12,1,3,12306476,79,Apartment,0,Entire home/apt,0.0
13,2,4,11509087,100,Condominium,14,Entire home/apt,5.0
14,1,2,2298612,122,Condominium,4,Entire home/apt,5.0
15,1,2,10640051,59,Apartment,5,Private room,5.0
16,1,2,1488809,65,House,161,Private room,5.0
17,0,3,5679835,75,Apartment,21,Entire home/apt,4.5
0,1,2,8684223,43,Apartment,28,Shared room,5.0
1,1,2,12153760,50,Apartment,4,Private room,5.0
2,1,4,1864741,90,House,30,Entire home/apt,4.5
3,1,3,8542611,103,Apartment,7,Entire home/apt,4.5
4,0,2,5248806,50,Apartment,5,Entire home/apt,4.0
5,2,6,7240173,130,Apartment,9,Entire home/apt,5.0
6,1,2,1479800,92,House,62,Private room,5.0
7,1,8,10791304,99,Apartment,16,Entire home/apt,5.0
8,1,2,8240723,43,Condominium,24,Private room,5.0
9,1,3,10596607,50,Cabin,2,Entire home/apt,0.0
10,1,1,12167986,100,Apartment,0,Private room,0.0
11,1,2,7902166,30,Apartment,7,Private room,4.5
12,1,2,2650799,44,House,52,Private room,5.0
13,1,3,10165193,99,Apartment,14,Entire home/apt,5.0
14,1,2,10054883,79,Loft,20,Entire home/apt,5.0
15,1,2,10385322,88,Apartment,7,Private room,5.0
16,1,2,3610273,99,Loft,129,Entire home/apt,5.0
17,1,4,8009706,97,Apartment,21,Entire home/apt,5.0
0,1,3,4312568,65,Townhouse,69,Private room,5.0
1,1,1,11848449,49,Apartment,1,Entire home/apt,0.0
2,1,2,2120481,95,House,113,Private room,5.0
3,1,5,10150631,120,Apartment,23,Entire home/apt,5.0
4,1,3,8274936,109,Apartment,25,Entire home/apt,4.5
5,1,3,9169654,80,Apartment,14,Entire home/apt,4.5
6,1,1,8132264,59,Apartment,6,Shared room,5.0
7,1,2,2875768,98,Condominium,41,Entire home/apt,5.0
8,1,2,8944151,52,Apartment,3,Private room,5.0
9,2,5,2613192,269,Apartment,16,Entire home/apt,5.0
10,1,3,11829530,40,Apartment,5,Shared room,5.0
11,3,6,11995979,148,House,1,Entire home/apt,0.0
12,1,4,7258293,63,Loft,29,Entire home/apt,5.0
13,1,2,10752568,28,Apartment,3,Shared room,5.0
14,2,4,10964254,99,Apartment,9,Entire home/apt,5.0
15,1,2,12421928,100,Apartment,1,Entire home/apt,0.0
16,1,2,2989483,40,House,3,Private room,4.0
17,1,3,3712683,60,House,31,Private room,5.0
0,1,2,11592725,50,Apartment,5,Private room,5.0
1,1,2,9294481,129,Apartment,2,Entire home/apt,0.0
2,1,4,11552793,60,House,6,Private room,5.0
3,1,1,11624187,15,House,9,Shared room,5.0
4,1,2,8294921,30,Loft,13,Shared room,4.5
5,0,2,11646544,75,Other,1,Entire home/apt,0.0
6,1,2,5180645,80,Apartment,20,Private room,5.0
7,1,2,12153760,50,Apartment,4,Private room,5.0
8,1,3,8542611,103,Apartment,7,Entire home/apt,4.5
9,1,2,8340133,90,House,17,Private room,5.0
10,1,2,11010416,59,House,2,Private room,0.0
11,1,2,3199397,65,House,19,Private room,5.0
12,1,1,11204325,22,House,3,Shared room,4.5
13,1,2,12451654,129,Apartment,0,Entire home/apt,0.0
14,1,2,10367425,46,House,14,Private room,4.5
15,1,2,5943255,68,Bed & Breakfast,31,Private room,4.5
16,1,2,11210782,125,Condominium,4,Entire home/apt,4.0
17,1,4,11122408,100,Apartment,3,Entire home/apt,5.0
0,1,3,9570664,97,Camper/RV,14,Entire home/apt,5.0
1,1,2,2650799,44,House,52,Private room,5.0
2,2,4,11048912,145,Apartment,9,Entire home/apt,5.0
3,1,2,4773839,38,House,36,Private room,5.0
4,1,5,8683847,115,Apartment,27,Entire home/apt,4.5
5,1,2,10385322,88,Apartment,7,Private room,5.0
6,1,2,3610273,99,Loft,129,Entire home/apt,5.0
7,1,2,1636518,80,House,39,Private room,4.5
8,1,4,7273,78,House,166,Entire home/apt,5.0
9,1,2,10271137,54,Apartment,13,Private room,5.0
10,2,4,6121095,159,Apartment,48,Entire home/apt,5.0
11,0,2,12251226,125,Apartment,1,Entire home/apt,0.0
12,1,4,10354464,95,House,5,Entire home/apt,5.0
13,1,2,11023742,60,Townhouse,3,Private room,5.0
14,1,2,8173612,62,House,11,Private room,5.0
15,2,2,8305599,70,Apartment,3,Entire home/apt,4.0
16,1,2,8731213,125,Condominium,5,Entire home/apt,5.0
17,0,4,9575060,115,Other,19,Entire home/apt,5.0
0,2,4,11048912,145,Apartment,9,Entire home/apt,5.0
1,1,2,4773839,38,House,36,Private room,5.0
2,1,5,8683847,115,Apartment,27,Entire home/apt,4.5
3,1,2,1636518,80,House,39,Private room,4.5
4,1,2,10271137,54,Apartment,13,Private room,5.0
5,2,4,6121095,159,Apartment,48,Entire home/apt,5.0
6,0,2,12251226,125,Apartment,1,Entire home/apt,0.0
7,1,4,10354464,95,House,5,Entire home/apt,5.0
8,1,2,11625563,40,Apartment,9,Private room,5.0
9,1,2,11023742,60,Townhouse,3,Private room,5.0
10,1,2,8173612,62,House,11,Private room,5.0
11,1,3,9271827,99,House,9,Entire home/apt,5.0
12,2,2,8305599,70,Apartment,3,Entire home/apt,4.0
