,Bedrooms,Capacity,Id,Price,Property_Type,Review_Count,Room_Type,Star_Rating
15,0.0,1,12339513,65,Apartment,1,Entire home/apt,0.0
16,1.0,2,8213488,55,Apartment,35,Private room,4.5
17,1.0,2,5658636,70,Apartment,4,Private room,5.0
0,1.0,1,9097664,29,Apartment,3,Private room,4.5
1,0.0,2,6105581,170,Apartment,11,Entire home/apt,4.5
2,1.0,1,10538427,75,Apartment,6,Private room,5.0
3,1.0,1,10125987,40,Apartment,4,Private room,4.5
4,1.0,2,7515787,100,Apartment,25,Private room,4.5
5,1.0,2,9838523,40,Apartment,1,Private room,0.0
6,1.0,2,12390017,91,Apartment,0,Private room,0.0
7,1.0,2,9669956,75,Apartment,4,Private room,5.0
8,1.0,2,11624657,85,Apartment,5,Private room,5.0
9,1.0,2,9941603,100,Apartment,22,Private room,5.0
10,1.0,2,10568208,73,Apartment,9,Private room,5.0
11,1.0,2,742795,100,Apartment,52,Entire home/apt,4.5
12,1.0,2,9517507,78,Apartment,15,Private room,4.0
13,1.0,2,12389464,75,Apartment,0,Private room,0.0
14,1.0,2,6642414,165,Apartment,20,Entire home/apt,5.0
15,1.0,2,3851571,185,Apartment,17,Entire home/apt,5.0
16,1.0,2,12234139,143,Apartment,1,Entire home/apt,0.0
17,1.0,3,9452700,130,Apartment,20,Entire home/apt,4.5
0,1.0,3,6717390,180,Apartment,3,Entire home/apt,4.5
1,1.0,2,9678389,65,Apartment,0,Private room,0.0
2,0.0,3,4856339,98,Apartment,3,Entire home/apt,4.5
3,1.0,3,818030,140,Apartment,26,Entire home/apt,4.5
4,1.0,2,9080286,75,Apartment,17,Private room,5.0
5,1.0,2,4750486,75,Apartment,75,Private room,4.5
6,1.0,1,3939086,50,Apartment,8,Private room,4.5
7,1.0,2,8440352,70,Apartment,22,Private room,4.5
8,1.0,2,6662487,60,Apartment,13,Private room,4.5
9,1.0,2,825129,89,Apartment,9,Private room,5.0
10,2.0,4,3411378,88,Apartment,19,Entire home/apt,5.0
11,0.0,2,10068386,130,House,6,Entire home/apt,5.0
12,1.0,2,6288635,96,Apartment,6,Private room,5.0
13,1.0,2,10847705,275,Apartment,1,Entire home/apt,0.0
14,1.0,2,12274999,100,Apartment,0,Private room,0.0
15,1.0,1,12326165,36,Apartment,0,Private room,0.0
16,1.0,3,1964864,125,Apartment,21,Entire home/apt,5.0
17,1.0,2,8485057,80,Apartment,10,Entire home/apt,5.0
0,1.0,2,10364604,75,Apartment,8,Private room,4.5
1,1.0,1,3544359,40,Apartment,16,Private room,5.0
2,1.0,2,9296077,190,Apartment,5,Entire home/apt,4.5
3,1.0,1,11901587,26,Apartment,5,Shared room,5.0
4,1.0,2,10067762,175,Apartment,4,Entire home/apt,5.0
5,0.0,2,12150732,130,Apartment,0,Entire home/apt,0.0
6,1.0,2,9828717,70,Apartment,27,Private room,4.5
7,0.0,2,593292,165,Apartment,132,Entire home/apt,4.5
8,1.0,4,2371324,235,Apartment,74,Entire home/apt,4.5
9,1.0,1,3496384,69,Dorm,9,Private room,4.5
10,1.0,2,4786442,120,Apartment,5,Entire home/apt,5.0
11,0.0,2,7068230,130,Apartment,11,Entire home/apt,5.0
12,1.0,2,281097,199,Apartment,22,Entire home/apt,5.0
13,1.0,2,4783756,150,Apartment,49,Entire home/apt,5.0
14,1.0,2,4649988,115,Apartment,25,Private room,5.0
15,0.0,2,2250401,185,Apartment,11,Entire home/apt,5.0
16,0.0,2,9173096,149,Apartment,6,Entire home/apt,5.0
17,1.0,3,11943669,125,Apartment,1,Entire home/apt,0.0
0,0.0,2,11362459,95,Apartment,6,Entire home/apt,5.0
1,0.0,4,4482049,116,Loft,3,Entire home/apt,5.0
2,1.0,3,6658194,98,Apartment,16,Entire home/apt,5.0
3,1.0,1,10786987,25,House,6,Shared room,4.5
4,1.0,1,10339057,50,Apartment,2,Private room,0.0
5,1.0,1,12343789,50,Apartment,0,Private room,0.0
6,1.0,2,8211504,70,Apartment,6,Private room,4.5
7,1.0,2,11827729,90,Apartment,5,Private room,5.0
8,1.0,2,12402933,90,Apartment,0,Private room,0.0
9,0.0,2,9394266,100,Apartment,18,Entire home/apt,4.5
10,0.0,2,11968958,78,Apartment,0,Entire home/apt,0.0
11,1.0,1,11146432,50,Apartment,9,Private room,5.0
12,1.0,2,6686140,99,Apartment,8,Entire home/apt,5.0
13,1.0,1,9756258,65,Apartment,2,Private room,0.0
14,1.0,1,10476319,70,Apartment,2,Private room,0.0
15,1.0,2,12028495,97,House,0,Private room,0.0
16,1.0,2,8785041,55,House,7,Private room,4.5
17,1.0,1,8193625,39,Apartment,14,Private room,4.5
0,2.0,2,12199977,130,Apartment,0,Entire home/apt,0.0
1,1.0,2,12174966,95,Apartment,4,Private room,5.0
2,1.0,2,7306222,69,Apartment,1,Private room,0.0
3,1.0,2,9414317,52,Apartment,15,Private room,5.0
4,1.0,1,1323801,36,Apartment,71,Shared room,4.5
5,1.0,1,11553543,50,Bed & Breakfast,0,Private room,0.0
6,1.0,1,7541249,60,Apartment,21,Private room,4.5
7,1.0,4,11421616,120,Apartment,1,Entire home/apt,0.0
8,1.0,2,7710878,99,Apartment,8,Private room,4.5
9,1.0,2,7707274,175,Apartment,6,Entire home/apt,5.0
10,1.0,2,9730432,75,Apartment,5,Entire home/apt,4.0
11,1.0,1,6071737,65,Apartment,6,Private room,5.0
12,1.0,2,8843403,50,Apartment,4,Private room,5.0
13,0.0,1,12114228,100,Apartment,0,Entire home/apt,0.0
14,0.0,2,11891606,132,Condominium,1,Entire home/apt,0.0
15,1.0,2,12315897,85,Apartment,0,Entire home/apt,0.0
16,1.0,1,10773150,45,Apartment,2,Private room,0.0
17,1.0,2,10132452,65,Apartment,39,Private room,5.0
0,2.0,3,12321626,120,Apartment,1,Entire home/apt,0.0
1,1.0,2,6610010,100,Apartment,47,Private room,4.5
2,1.0,2,11396399,87,Apartment,3,Private room,5.0
3,0.0,3,7897229,229,Apartment,5,Entire home/apt,5.0
4,1.0,2,6628731,175,Apartment,18,Entire home/apt,5.0
5,1.0,2,42882,70,Apartment,117,Private room,5.0
6,1.0,2,10312486,60,Apartment,1,Private room,0.0
7,1.0,2,6423521,100,Townhouse,4,Private room,5.0
8,1.0,1,10043750,60,Apartment,1,Private room,0.0
9,1.0,2,7264263,79,Apartment,4,Entire home/apt,5.0
10,0.0,2,8761111,70,Apartment,22,Entire home/apt,5.0
11,1.0,3,3247463,164,Apartment,79,Entire home/apt,4.5
12,1.0,1,10509662,95,Apartment,1,Private room,0.0
13,1.0,1,11316570,42,Apartment,0,Private room,0.0
14,1.0,3,9973003,159,Apartment,2,Entire home/apt,0.0
15,1.0,2,12287516,50,Apartment,1,Private room,0.0
16,1.0,2,12072069,98,Apartment,0,Entire home/apt,0.0
17,1.0,2,1186761,125,Apartment,30,Entire home/apt,5.0
