,Bedrooms,Capacity,Id,Price,Property_Type,Review_Count,Room_Type,Star_Rating
16,1.0,2,5882597,72,Apartment,44,Private room,5.0
17,2.0,4,10178724,120,Condominium,1,Entire home/apt,0.0
0,1.0,3,12271759,55,Apartment,0,Private room,0.0
1,1.0,2,8194270,50,Townhouse,5,Private room,5.0
2,0.0,2,10686798,95,Apartment,0,Entire home/apt,0.0
3,1.0,1,8116676,28,Apartment,5,Shared room,5.0
4,1.0,2,7582540,65,Apartment,11,Private room,5.0
5,1.0,3,11731032,55,Apartment,2,Private room,0.0
6,1.0,1,4067870,67,House,27,Private room,4.5
7,1.0,2,6253667,41,House,4,Private room,5.0
8,1.0,2,9157378,42,Apartment,16,Private room,5.0
9,2.0,6,9165281,199,Condominium,0,Entire home/apt,0.0
10,1.0,2,5047780,50,Apartment,73,Shared room,4.5
11,1.0,2,2786196,75,Castle,90,Private room,4.5
12,0.0,2,7692835,72,Apartment,19,Entire home/apt,5.0
13,1.0,1,2189522,67,House,54,Private room,5.0
14,1.0,2,2907500,34,House,121,Private room,5.0
15,1.0,2,3944822,90,Apartment,97,Entire home/apt,5.0
16,1.0,2,2778030,50,House,66,Private room,4.5
17,1.0,4,6529350,111,Condominium,29,Entire home/apt,5.0
0,1.0,3,6065318,69,House,69,Private room,5.0
1,1.0,1,11497633,17,House,1,Shared room,0.0
2,1.0,3,9511687,150,Condominium,7,Entire home/apt,5.0
3,1.0,1,7708153,15,House,67,Shared room,5.0
4,1.0,3,12367718,124,Apartment,0,Entire home/apt,0.0
5,1.0,2,2331706,95,Condominium,4,Private room,5.0
6,2.0,4,12207840,150,House,1,Entire home/apt,0.0
7,1.0,1,6900612,38,Other,21,Private room,4.5
8,1.0,4,11679151,150,Apartment,5,Entire home/apt,5.0
9,2.0,4,10645776,145,Apartment,2,Entire home/apt,0.0
10,1.0,2,7900211,99,Apartment,17,Private room,4.5
11,2.0,3,8403452,139,Condominium,29,Entire home/apt,5.0
12,0.0,2,8474587,69,Apartment,3,Entire home/apt,5.0
13,1.0,2,5720963,60,Apartment,10,Private room,5.0
14,1.0,1,11871351,60,Apartment,1,Private room,0.0
15,1.0,2,9013521,52,Apartment,7,Private room,5.0
16,1.0,2,8596607,60,House,13,Private room,5.0
17,1.0,2,8208892,50,Apartment,23,Private room,5.0
0,0.0,2,7692835,72,Apartment,19,Entire home/apt,5.0
1,1.0,1,2189522,67,House,54,Private room,5.0
2,1.0,2,2907500,34,House,121,Private room,5.0
3,1.0,2,3944822,90,Apartment,97,Entire home/apt,5.0
4,1.0,2,2778030,50,House,66,Private room,4.5
5,1.0,4,6529350,111,Condominium,29,Entire home/apt,5.0
6,1.0,3,736359,55,Apartment,206,Private room,4.5
7,1.0,2,12228504,120,Apartment,1,Private room,0.0
8,2.0,2,3031898,98,Apartment,97,Entire home/apt,5.0
9,1.0,2,10281232,50,Apartment,3,Private room,5.0
10,1.0,3,9387019,63,Other,5,Entire home/apt,5.0
11,0.0,2,12387118,75,Apartment,0,Entire home/apt,0.0
12,1.0,2,5374311,111,Apartment,9,Entire home/apt,5.0
13,2.0,3,2016868,80,Apartment,8,Entire home/apt,5.0
14,1.0,2,7973300,30,Apartment,23,Shared room,4.5
15,2.0,4,9681963,113,Condominium,4,Entire home/apt,5.0
16,0.0,2,11850815,125,Apartment,3,Entire home/apt,5.0
17,1.0,2,8253039,48,Apartment,11,Private room,4.5
0,1.0,3,776597,60,Apartment,28,Private room,4.5
1,1.0,1,6851841,40,Apartment,0,Private room,0.0
2,1.0,2,9044592,100,Apartment,13,Entire home/apt,4.5
3,1.0,2,6104268,71,Condominium,23,Private room,5.0
4,1.0,2,7710315,35,Apartment,47,Private room,4.5
5,1.0,4,4302460,90,Apartment,14,Entire home/apt,5.0
6,1.0,2,10783881,38,Apartment,10,Private room,5.0
7,1.0,3,7728010,105,House,16,Private room,4.5
8,1.0,2,4133737,40,Apartment,67,Private room,5.0
9,2.0,4,10487695,119,Apartment,3,Entire home/apt,5.0
10,1.0,3,9153017,78,Apartment,4,Entire home/apt,5.0
11,1.0,2,6078196,65,Apartment,12,Entire home/apt,5.0
12,1.0,2,9634874,56,Apartment,16,Private room,5.0
13,1.0,2,7801570,89,Apartment,6,Entire home/apt,5.0
14,2.0,6,1502810,128,Apartment,52,Entire home/apt,5.0
15,1.0,2,11056715,34,Apartment,9,Private room,5.0
16,1.0,2,1810118,59,House,90,Private room,5.0
17,1.0,2,7432064,40,Townhouse,9,Private room,5.0
0,1.0,3,11731032,55,Apartment,2,Private room,0.0
1,1.0,1,4067870,67,House,27,Private room,4.5
2,1.0,2,9157378,42,Apartment,16,Private room,5.0
3,2.0,6,9165281,199,Condominium,0,Entire home/apt,0.0
4,1.0,2,6902220,196,Apartment,30,Entire home/apt,5.0
5,1.0,2,5047780,50,Apartment,73,Shared room,4.5
6,1.0,2,2786196,75,Castle,90,Private room,4.5
7,0.0,2,7692835,72,Apartment,19,Entire home/apt,5.0
8,1.0,1,2189522,67,House,54,Private room,5.0
9,1.0,2,6505464,200,Apartment,7,Entire home/apt,5.0
10,1.0,2,6014028,100,House,56,Private room,5.0
11,1.0,2,2907500,34,House,121,Private room,5.0
12,1.0,2,1217096,95,Apartment,134,Private room,5.0
13,1.0,2,3944822,90,Apartment,97,Entire home/apt,5.0
14,1.0,2,2778030,50,House,66,Private room,4.5
15,1.0,2,7804913,39,Apartment,35,Private room,4.5
16,1.0,4,6529350,111,Condominium,29,Entire home/apt,5.0
17,1.0,2,12228504,120,Apartment,1,Private room,0.0
0,1.0,2,736366,55,Condominium,266,Private room,4.5
1,1.0,2,2181000,43,Townhouse,8,Private room,5.0
2,2.0,2,3031898,98,Apartment,97,Entire home/apt,5.0
3,1.0,2,10281232,50,Apartment,3,Private room,5.0
4,1.0,3,9387019,63,Other,5,Entire home/apt,5.0
5,0.0,2,12387118,75,Apartment,0,Entire home/apt,0.0
6,1.0,2,5374311,111,Apartment,9,Entire home/apt,5.0
7,2.0,3,2016868,80,Apartment,8,Entire home/apt,5.0
8,1.0,2,10771947,47,Apartment,8,Private room,5.0
9,1.0,1,6884298,120,Apartment,18,Private room,5.0
10,1.0,2,7973300,30,Apartment,23,Shared room,4.5
11,1.0,1,7963449,15,Apartment,12,Shared room,5.0
12,2.0,4,9681963,113,Condominium,4,Entire home/apt,5.0
13,1.0,4,3061036,88,Apartment,147,Private room,5.0
14,1.0,2,8390818,60,Apartment,22,Private room,5.0
15,1.0,4,9606796,59,Apartment,10,Private room,5.0
16,1.0,1,6851841,40,Apartment,0,Private room,0.0
17,1.0,2,9044592,100,Apartment,13,Entire home/apt,4.5
0,1.0,2,6104268,71,Condominium,23,Private room,5.0
1,1.0,4,4302460,90,Apartment,14,Entire home/apt,5.0
2,1.0,2,10783881,38,Apartment,10,Private room,5.0
3,1.0,3,7728010,105,House,16,Private room,4.5
4,1.0,2,4133737,40,Apartment,67,Private room,5.0
5,2.0,4,10487695,119,Apartment,3,Entire home/apt,5.0
6,1.0,2,1324435,49,Apartment,61,Entire home/apt,4.5
7,1.0,2,8565680,60,Apartment,21,Entire home/apt,4.5
8,1.0,3,9153017,78,Apartment,4,Entire home/apt,5.0
9,1.0,2,9937380,125,Apartment,4,Entire home/apt,5.0
10,1.0,2,6078196,65,Apartment,12,Entire home/apt,5.0
11,1.0,2,7460185,65,Condominium,25,Private room,5.0
12,1.0,2,562412,100,Apartment,21,Entire home/apt,4.5
13,1.0,2,9634874,56,Apartment,16,Private room,5.0
14,1.0,2,7801570,89,Apartment,6,Entire home/apt,5.0
15,1.0,1,8072648,60,Apartment,16,Private room,5.0
16,1.0,2,12293779,99,Apartment,0,Entire home/apt,0.0
17,1.0,2,1810118,59,House,90,Private room,5.0
0,1.0,2,562412,100,Apartment,21,Entire home/apt,4.5
1,1.0,2,9634874,56,Apartment,16,Private room,5.0
2,1.0,2,7801570,89,Apartment,6,Entire home/apt,5.0
3,1.0,1,8072648,60,Apartment,16,Private room,5.0
4,1.0,2,12293779,99,Apartment,0,Entire home/apt,0.0
5,1.0,2,1810118,59,House,90,Private room,5.0
6,1.0,2,7432064,40,Townhouse,9,Private room,5.0
7,1.0,3,861786,60,Apartment,125,Private room,5.0
8,1.0,3,7896104,65,Other,36,Private room,5.0
9,1.0,2,7816608,99,Apartment,14,Private room,5.0
10,1.0,2,11679985,80,Apartment,2,Entire home/apt,0.0
11,0.0,2,6969869,100,Apartment,22,Entire home/apt,4.5
12,1.0,2,12247896,70,Apartment,0,Private room,0.0
13,1.0,2,10151658,40,Condominium,16,Private room,5.0
14,0.0,2,12210530,95,Apartment,0,Entire home/apt,0.0
15,0.0,2,6756575,60,Apartment,19,Entire home/apt,4.5
16,1.0,2,4457568,70,House,92,Private room,5.0
17,1.0,2,6957805,41,House,28,Private room,5.0
