id,created_at,text
693979259384176640,2016-02-01 02:08:43,"RT @FernandoRamosB: Las actuaciones de Ex Machina son de primer nivel,tanto Alicia Vikander como Domhnall Gleeson hacen gran trabajo,pero s…"
693977997880102912,2016-02-01 02:03:42,RT @biotausa: Oscar Countdown! 1939 Vivien Leigh wins for her portrayal of Scarlett O'Hara. What's ur favorite Oscar moment? https://t.co/e…
693975483109642240,2016-02-01 01:53:43,RT @DandoPrimicias: #Cine #Noticias #TT Premios SAG: DiCaprio y Larson continúan con paso firme rumbo a los Oscar  #Film https://t.co/hCciQ…
693969194308599808,2016-02-01 01:28:43,RT @MindyWeaverq: Leo is getting real testy with the oscars getting closer https://t.co/zzhikdqnCD #funny #hilarious #humour #comedy… https…
693967941377740801,2016-02-01 01:23:45,"RT @skepticalcity: Sigo bancando a DiCaprio para el Oscar, pero en The Revenant el que la rompe una vez mas es Tom Hardy."
693959125471006720,2016-02-01 00:48:43,RT @_jessicatatum: @DRSONE1 my finesse game too strong tho. If Ls came in the form of an Oscar I would be Leonardo Dicaprio
693959125424824321,2016-02-01 00:48:43,RT @ilucifer6969: That man definitely deserved an Oscar..in fact I think it was a metaphor for his struggles with Hollywood and not getting…
693959125420613632,2016-02-01 00:48:43,"RT @dichzutotenfiel: Tal vez, solo tal vez esta sea la vencida para Leonardo DiCaprio. 

*le dan el Óscar al oso*"
693959124581793792,2016-02-01 00:48:43,"RT @lucasaraujo_c: Como assim a Jennifer leigh não foi indicada pro sag, vinkader só ganhou Pq ela não tava, mas acho que no Oscar a Jennif…"
693959124455915520,2016-02-01 00:48:43,"RT @PERRO_MMDR: De una puta vez denle el Oscar a ""Creed"" como mejor película y que Silvester Stallone se lleve todos los de mejor actor."
693959124317507584,2016-02-01 00:48:43,RT @CaitlinOHanlon: @MollyNight Fassbender has deserved an Oscar since Hunger. I don't even need to see it to know he probably deserves it.
693959123860332544,2016-02-01 00:48:42,RT @Alexis0208: Por fin vi #Creed @creedmovie y esta de huevos! La neta denle a #Stallone  ese #Oscar
693959123776446464,2016-02-01 00:48:42,RT @ChRD_2016: Y Tom Hardy... Denle el Óscar. Simplemente tienen que hacerlo. No le he visto hacer una mejor actuación que esa
693959123575128066,2016-02-01 00:48:42,RT @blogdecine: Consulta todos los ganadores de los #SAGAwards. La quiniela de los Oscars se va aclarando https://t.co/Uu0AUGWJD9 https://t…
693957875425738753,2016-02-01 00:43:45,"RT @fcksstony: Pero luego me viene a la cabeza que la película se estrena mucho antes que los premios y..

Pero bueno, el Oscar para Leo.
E…"
693957875165696001,2016-02-01 00:43:45,"RT @_epats: In all honesty, how has Leonardo Dicaprio NOT won an Oscar?"
693957875023101952,2016-02-01 00:43:45,RT @aaroncin_: Vamos a ver si DiCaprio se merece el Oscar.
693957874603671552,2016-02-01 00:43:45,RT @JamieAlyssa23: How did Leonardo DiCaprio not win an Oscar for What's Eating Gilbert Grape
693957874167496705,2016-02-01 00:43:44,RT @Urtusuaztegui: El Oscar ya es tuyo Leo bebé https://t.co/Gpos4dFkKn
693957873173405696,2016-02-01 00:43:44,RT @Puzilala: An Oscar for DiCaprio PLS
693957873160851456,2016-02-01 00:43:44,RT @TlahuacMx: DiCaprio merece el Oscar por la calidad de su trabajo: Victor Garber https://t.co/khuVSZwQv4 https://t.co/KMCereP3ww
693957873160839169,2016-02-01 00:43:44,RT @javicrespo1: Obtuve:Leonardo DiCaprio en 'El Renacido'! ¿Qué actor nominado a los Oscar 2016 eres? https://t.co/B3d6UBF0go vía @play_bu…
693957872741453824,2016-02-01 00:43:44,RT @LempTreasures: Everybody Wants a Photo With Future Oscar Winner Leonardo DiCaprio https://t.co/sO7311u5v1 via @YahooCelebrity
693957872334606339,2016-02-01 00:43:44,"RT @DanyM_C: Aunque Room no cuenta con la gran producción, lo tiene todo para ganar OSCAR, y Brie Larson tiene muy merecido el SAG por mejo…"
693957872229695491,2016-02-01 00:43:44,RT @MuggleNet: #EddieRedmayne and #DomhnallGleeson talk about their roles in Oscar nomination videos! -&gt; https://t.co/iMvPNsKzEi https://t.…
693957872158429184,2016-02-01 00:43:44,RT @eninforme25: (EE.UU.) Leonardo DiCaprio y Brie Larson confirman su favoritismo para los Oscar https://t.co/C6ZQaIgdaP
693957871730556928,2016-02-01 00:43:44,"RT @prfvrTheus: DiCaprio ja ganhou duas premiações por o regresso, se nao ganhar o Oscar esse ano, nunca mais ganha"
693957871562813440,2016-02-01 00:43:44,RT @suller: Kate Winslet at the Chinese Theatre #oscars #qanda https://t.co/tTEYo6OXvN
693957871478951938,2016-02-01 00:43:44,RT @RossOnMars: Ho riguardato Steve Jobs e ho ripianto. È un peccato che Fassbender non vincerà l'Oscar.
693957871474774018,2016-02-01 00:43:44,"RT @GraavyJ: This man no longer deserves an Oscar.  ""Meet The New It Couple: Leonardo DiCaprio And His Vape Pen: https://t.co/bQBgI9VeZu"""
693957871239847938,2016-02-01 00:43:44,RT @MAGDALENADELAFU: Eddie Redmayne @eddieronline mi Oscar Actor d mis 2 guiones d cine Dios es gay y Diario del Quijote gay @TheAcademy  h…
693957870820409344,2016-02-01 00:43:44,"RT @gabycobi: Después de ver #TheRevenant y #TheDanishGirl , déle el #Oscar a #DiCaprio
Se lo ganó a pulsoooo!!!!!
#Maestro"
693956616140525568,2016-02-01 00:38:45,RT @jesusrios: ¿Ya hicieron su evento para ir al jardín unión y celebrar cuando DiCaprio gané el oscar (o no)?
693956615800750080,2016-02-01 00:38:44,RT @chabckhal: DiCaprio aux Oscars : retour en dix points sur une histoire malheureuse: https://t.co/4zsr7tuk5M via @lesinrocks
693956614487982080,2016-02-01 00:38:44,RT @PLANBpadilla: @DanHermleMTV so disappointed. Just give Eddie Redmayne the Oscar now
693956614030757888,2016-02-01 00:38:44,"RT @Yosh_G: Que obra de arte la del maestro Alejandro Iñárritu y actuación impecable de Leopardo Dicaprio, ambos se merecen el Oscar. #TheR…"
693956614026629120,2016-02-01 00:38:44,RT @whoshxrry: Leonardo Dicaprio va a ganar el Oscar este año
693956613443588101,2016-02-01 00:38:44,"RT @3Amoviegos: Unfortunately, we three agree with this particular opinion on The Revenant. https://t.co/3P3S9KSqoF"
693956613095428096,2016-02-01 00:38:44,RT @ElUniversal: DiCaprio allana el camino para ganar su Óscar #Cine https://t.co/LV4H91Bwbm
693956612638298112,2016-02-01 00:38:44,"RT @AlexGrim: Looks like they're setting up DiCaprio to finally get his Oscar, the force is strong with his Revenant film, this is it for h…"
693956611937800193,2016-02-01 00:38:44,RT @cameron_grund: if Leonardo DiCaprio doesn't win an Oscar for The Revenant I will be so upset (p.s. the movie is very good &amp; historicall…
693956611929415681,2016-02-01 00:38:44,RT @jazbondoc: Why doesn't Leo DiCaprisun have an Oscar yet
693956610855673856,2016-02-01 00:38:43,"RT @VnausoskiI: Acabei de ver Creed. Dêem um Oscar para Stallone pq dessa vez é merecido...
Ps: eu entendi tudo que  ele falou... ALELUIA!!!"
693956610524332032,2016-02-01 00:38:43,"RT @AxelFoleyForo: @Pedro_Torrijos Es lo que dices tú, es una película agradable. Y seguramente le den el Oscar a Stallone, verás."
693956610515943426,2016-02-01 00:38:43,RT @_camilflores: It's like boys are the oscar and i'm Leo DiCaprio
693956610507575297,2016-02-01 00:38:43,RT @informacion_ve: ElUniversal: DiCaprio allana el camino para ganar su Óscar #Cine https://t.co/Yktl6tRxtN
693956610411098112,2016-02-01 00:38:43,RT @statuquonews: DiCaprio merece el Oscar por la calidad de su trabajo: Victor Garber - https://t.co/2eArCHmEJn https://t.co/1A7xFINSX8
693956610000076800,2016-02-01 00:38:43,RT @Aye_Justina: I can't wait for Kate Winslet reaction when Leonardo DiCaprio is finally getting his Oscar.. ❤️
693956609869893632,2016-02-01 00:38:43,RT @palomareis: eu tô imaginando o discurso do leo se ele ganhar o oscar. será que ele vai brincar com a situação?
693956609580597248,2016-02-01 00:38:43,RT @ifanLeoDiCapday: Leonardo DiCaprio has Romeo + Juliet costar Claire Danes' Oscar vote... https://t.co/C5qiLgua5m https://t.co/AFq5er6F7M
693955355961880577,2016-02-01 00:33:44,"RT @tushink: Me mordió un perro y sobreviví... ya me pueden nominar al Óscar como Leo Di Caprio, o debo que esperar a que hagan película de…"
693955355701821441,2016-02-01 00:33:44,RT @yoalegret: Deseo de todo corazón que Leonardo Dicaprio no gane un Óscar.
693955355362103296,2016-02-01 00:33:44,"RT @hesftleeds: someone: makes an oscar joke about leo not winning one 
me: https://t.co/LYMbJNVlB3"
693955354355441664,2016-02-01 00:33:44,"RT @BeatFassbender: NEW #Oscars2016, Your Complete Guide to the Nominees: Michael #Fassbender. #SteveJobs
Source:https://t.co/VDmbUUBrIq ht…"
693955354330165248,2016-02-01 00:33:44,RT @ryannanita: Scored an exclusive interview with Leo about his role in The Revenant and why he still has not received an Oscar. https://t…
693955354128941056,2016-02-01 00:33:44,"RT @TotalFilmUS: 'The Revenant' Leonardo DiCaprio Wins First Ever SAG Award, Best Actor, Will He Win Oscar? https://t.co/qZSUUa8qwL #Johnny…"
693955354120622083,2016-02-01 00:33:44,RT @EnfoqueNoticias: DiCaprio merece el Oscar por la calidad de su trabajo opina Garber https://t.co/hOwkVadg2C vía @EnfoqueNoticias
693955354116374533,2016-02-01 00:33:44,"RT @ArturBellini1: @pontes_igor Sei lá esse Oscar ta complicado de palpitar, acho que DiCaprio e o de fotografia pro Retorno é certo"
693955352358993920,2016-02-01 00:33:43,RT @philoseopher: @JungsusChrist NOW LEO WILL NEVER GET HIS OSCAR . NOT AFTER CHANSTREEP’S PERFORMANCE
693955352224727040,2016-02-01 00:33:43,RT @pontes_igor: @ArturBellini1 O Oscar desse ano acho que o mais certo é o do DiCaprio mesmo. Seria loucura se não fosse pra ele.
693955352119885824,2016-02-01 00:33:43,RT @MAGDALENADELAFU: Eddie Redmayne Soy tu invitada tu Oscar Actor de mi novela Dios es gay mi guion de cine @eddieronline @TheAcademy  htt…
693955351906029568,2016-02-01 00:33:43,RT @angelicapinion_: I am NOT going to be happy is leo doesnt get a oscar for the revenant
693955351847268352,2016-02-01 00:33:43,RT @DiddleThePip: Why Leo hasn't won an Oscar. https://t.co/Vq3dhAwrOE
693955351553654784,2016-02-01 00:33:43,"RT @pleon18: Buena peli, muy entretenida, buena música, pero lo mejor son las actuaciones, sobre todo la de Christian Bale, merecidísimo Os…"
693955351356530688,2016-02-01 00:33:43,"RT @ste3590: Ho visto Joy e l'ho trovato piacevole, ma la candidatura all'Oscar alla Lawrence anche no"
693955351058718725,2016-02-01 00:33:43,RT @LindsayMurphy11: #TheRevenant what a movie!! Leo deserves the Oscar for that bear scene alone #amazing Tom Hardy amazing as well !!!!
693955351020969984,2016-02-01 00:33:43,"RT @Miledys_V: ""Carol"" Cate Blanchett exquisita! Va por el Oscar!"
693955350920306688,2016-02-01 00:33:43,RT @gabibobis: Leo necesita nuestro apoyo este finde y en los Oscars @caromillanok  https://t.co/DYkjASYK3J
693954095691010049,2016-02-01 00:28:44,RT @BlackyConnors: If justice is served at the Oscars Eddie Redmayne will win best actor
693954094512377858,2016-02-01 00:28:43,RT @Sidney__loydd: Man. Had to throw Leo bout to max out on the inhale w/the vape. Lock screen wallpaper. That there had to be a dank Oscar…
693954094344622081,2016-02-01 00:28:43,RT @GeovanePorttela: #AskGusta você acha que o Dicaprio leva o oscar esse ano? @gustastockler
693954094344585217,2016-02-01 00:28:43,RT @AlwaysftReal: Si Leonardo Dicaprio no se gana el Oscar yo ya tengo listo mi meme.
693954093518344192,2016-02-01 00:28:43,"RT @MashablNews: 'The Revenant' Leonardo DiCaprio Wins First Ever SAG Award, Best Actor, Will He Win Oscar? https://t.co/cXrmjgnU2R #TheRev…"
693954093509906432,2016-02-01 00:28:43,RT @juniorcachueira: Gostei de um vídeo @YouTube de @luide https://t.co/wzBshksKuD LEONARDO DICAPRIO GANHA O OSCAR? | Crossover
693954092641734656,2016-02-01 00:28:43,RT @steveg1425: Climate Change got worse with Revenant cast and crew flying everywhere to make film. Last Grizzly in America sacrificed for…
693954092507480064,2016-02-01 00:28:43,RT @juniorcachueira: Adicionei um vídeo a uma playlist @YouTube https://t.co/Q0ocdwdiOR DICAPRIO GANHA O OSCAR? | Crossover
693954092083843073,2016-02-01 00:28:43,RT @Afle_: Madonna ragazzi se Leo quest'anno vince l'Oscar l'Internet implode
693954091354046464,2016-02-01 00:28:43,RT @TofunmiDisu: #Tofunmidisu Vision: An Oscar For Leo! A Hand Holding An Academy Award Burst Out Of Leonar… https://t.co/B5NyGQ9qkD https:…
693954091211493380,2016-02-01 00:28:43,"RT @AidenClarke92: Good film,  visually great. Leo Oscar worthy? Not quite #TheRevenant #film #Empire"
693954090490028033,2016-02-01 00:28:42,RT @TheAllardz: Si DiCaprio no gana el oscar por su ultima pelicula creo que debe considerar el retiro
693954090469040130,2016-02-01 00:28:42,"RT @alee_torales: Ahora, si Leonardo DiCaprio no gana un Oscar por esta película, entonces está maldito o algo así. Su papel es más meritor…"
693954090255159296,2016-02-01 00:28:42,RT @ThunderOverUs: If Leonardo Dicaprio wins an Oscar for The Revenant i swear i start looking for a job #IBetOnLeo
693954089554722816,2016-02-01 00:28:42,"RT @bookworm_1971: ""Spotlight,"" starring Mark Ruffalo, Michael Keaton and Rachel McAdams, is up for six Oscars. https://t.co/XMz2t22pId"
693952860594290688,2016-02-01 00:23:49,RT @grvv_27: If Leonardo Dicaprio doesn't win an Oscar this year..... imma slap a hoe
693952860179042304,2016-02-01 00:23:49,"RT @raemadiary: leo vai morrer sem ganhar o oscar, dps vao fazer um filme da vida dele e o filme vai ganhar o oscar"
693952859935784960,2016-02-01 00:23:49,RT @paullferrer: Claire Danes: Leonardo DiCaprio has been 'underappreciated' by the Oscars https://t.co/Mmc4PmDVN0 via @EW
693952859679936512,2016-02-01 00:23:49,RT @pontes_igor: DiCaprio matou um Urso pelo Oscar. Se dessa vez não for eu acho que ele se mata.
693952859675758592,2016-02-01 00:23:49,RT @annbobomb: tenho q gastar esse meme aq ates do DiCaprio ganhar um oscar https://t.co/VJ8CY5B3F3
693952858266419200,2016-02-01 00:23:49,"RT @matmat5689: Leonardo DiCaprio  décroche le prix du  meilleur acteur  dans  ""The Revenant  un pas de plus vers l' Oscar  https://t.co/FW…"
693952858178359296,2016-02-01 00:23:49,RT @MAGDALENADELAFU: Eddie Redmayne mi Oscar @eddieronline @universaluk La Chica Danesa: Global Trailer @TheAcademy is my life my ex gay  h…
693952858174152704,2016-02-01 00:23:49,RT @DaniilIgumnov: @TheGamingLemon  I think the bear will get an Oscar before DiCaprio😂
693952857918283776,2016-02-01 00:23:49,"RT @colinchadwick: ""Philomania""...""Dumble"", maybe this problem with saying names is why Leopold DiCaprio hasn't won an Oscar."
693952857834414080,2016-02-01 00:23:48,"RT @TylerPanosky: #pooh #oscar #leo 
https://t.co/uKqWj20XDr
#iFunny https://t.co/GdzTgV8pBp"
693952855959605252,2016-02-01 00:23:48,RT @ines10sousa: O DiCaprio devia receber um Nobel em vez de um Oscar
693952855775055872,2016-02-01 00:23:48,RT @CLK16: Just saw The Revenant. Leo deserves the Oscar.
