id,created_at,text
694653707187671040,2016-02-02 22:48:44,"RT @sparksofharry: ""los chicos son Oscars y yo soy Leonardo Dicaprio"""
694649931542499328,2016-02-02 22:33:44,"RT @NuPratarViFilm: Halle Barry har sex på film, vinner en Oscars.
Leo har sex med en björn och är nominerad till Oscars.
Fuck a bear = Osc…"
694649931508928512,2016-02-02 22:33:44,"RT @Oscar_Chavira: Esa sugerencia de DiCaprio, debería ser general para todos aquellos que gustamos de cine."
694649931253026816,2016-02-02 22:33:44,RT @soyNoticias: Atr&amp;aacute;pame si puedes: la relaci&amp;oacute;n esquiva entre DiCaprio y el Oscar… https://t.co/e8UmLuxypP
694649930732982276,2016-02-02 22:33:44,RT @fabianaparisi: Ora ditemi perché DiCaprio non ha vinto l'Oscar anche per Django
694649930422599680,2016-02-02 22:33:44,RT @LukaSalazar: Leonardo Dicaprio will never win an Oscar because he vapes. Vaping has only increased the power of the curse
694649929877295105,2016-02-02 22:33:43,"RT @TexasVegetarian: On another note, I hope my boy Tom Hardy gets that supporting actor Oscar. He made me hate him in The Revenant, and th…"
694649929751531520,2016-02-02 22:33:43,RT @Shameber_C: There's no way that Leo won't win an Oscar for the Revenant
694649929478856705,2016-02-02 22:33:43,RT @verbotenideen: Lenny Henry talks about setting Charlotte Rampling's house on FIRE. Why is he not in a police cell tonight? https://t.co…
694649929453690880,2016-02-02 22:33:43,RT @bayanpinkman: O Ses Türkiye kazanamayan Hadise = Oscar alamayan DiCaprio
694649929445306373,2016-02-02 22:33:43,RT @ffindependent: Eddie Redmayne And Wife Nervous About Having Kid; Oscar Nominee Talks https://t.co/ni10R2Y5K9 #EddieRedmayne
694649929403371524,2016-02-02 22:33:43,RT @chaoxing1007: Ay Hadise yine mi birinci olamadı yazık ajsjsksks Leo'nun oscar olayına dönecek bu da ajsjsksosks
694649929172652033,2016-02-02 22:33:43,RT @NayhemLamort: DiCaprio jamás va a ganar un Oscar siendo contemporáneo de baluartes de la actuación como @sebas171241 . Contra ese nivel…
694648668473970688,2016-02-02 22:28:43,"RT @abocito: @FoxFilmsPeru #UnOscarParaLeo porque Leo ha hecho un gran trabajo y  merece ganar el Oscar.Actuacion magistral,visceral sin co…"
694648668067094528,2016-02-02 22:28:43,RT @yagirlemme: my mom didn't know that Leo has never won an Oscar :-/
694648667899326465,2016-02-02 22:28:43,RT @PipeGutierrezL: Creo que Redmayne le va a quitar el Óscar a Dicaprio.
694648667899305984,2016-02-02 22:28:43,"RT @pataepisi: Raga facciamo in modo che @LeoDiCaprio non guardi ""The Danish Girl"" così non si auto-spoilera chi vince l'Oscar quest'anno: …"
694648667316293633,2016-02-02 22:28:42,"RT @socra8a: @Oscar_Chavira nada que ver, Brie Larson había estado ganando casi todo. No veo cuál es la sorpresa de que haya ganado ella el…"
694648667140132864,2016-02-02 22:28:42,RT @el_ihsane: Tout ce que Leonardo DiCaprio s'est infligé pour un Oscar | Vanity Fair https://t.co/u7zun79fmI via @VanityFairFR
694648666913652739,2016-02-02 22:28:42,RT @meursaultsamsa: Leonardo DiCaprio bu filmle Oscar alamazsa(ki bence almamalı) bir sonraki filmde domaltıp becertirler artık Oscar alsın…
694648666544574464,2016-02-02 22:28:42,RT @delavelino: @IsabelaaFreitas Também gostei muito! Só não acho que a Lawrence mereça o Oscar.
694647413420720129,2016-02-02 22:23:43,RT @AshleighSummerW: If there was an oscar for most annoying breathing then Leo would defs get it.
694647413416562689,2016-02-02 22:23:43,RT @79Noticias: ¿Leonardo DiCaprio o Michael Fassbender? Aquí nuestro análisis rumbo al #Oscar 2016: https://t.co/kTFJ8PT7H1
694647412330209285,2016-02-02 22:23:43,RT @radgolan: leo'nun filmi bayağı güzel olmuş ama yine oscar alamayacak gibime geliyor xD
694647412162437120,2016-02-02 22:23:43,RT @EmelyVickery: I just want Leo to get his damn Oscar :( lol
694647411839475713,2016-02-02 22:23:43,"RT @F1withFernando: Sadece DiCaprio değil, bu film Oscar'a damgasını vurmazsa dağıtın o akademiyi. #TheRevenant"
694647411831107584,2016-02-02 22:23:43,RT @lukewskywalker: JA TO AVISANDO QUE SE DICAPRIO NAO GANHAR O OSCAR ESSE ANO VAI ROLAR PANELAÇO
694647411822727168,2016-02-02 22:23:43,"RT @20_dariana: Si Leonardo DiCaprio no gana el Oscar al Mejor Actor este 2016, será la injusticia mas grande del mundo."
694647411063545857,2016-02-02 22:23:43,RT @skyistillblue: Questa cosa che tutti ora dicono 'DiCaprio non ha mai vinto un Oscar hihihi' m'irrita in un modo che non avete idea. htt…
694647410702811137,2016-02-02 22:23:43,"RT @MarianaR: @XabierXY @Rmurillorosa Stallone merece el Oscar por su interpretación y no a titulo honorífico, o por ser un ícono. Ya ganó …"
694647410467954688,2016-02-02 22:23:43,"RT @CineGranados: Este viernes se estrena Creed, con Sylvester Stallone nominado al Oscar como mejor actor de reparto. ¡Los esperamos! http…"
694647410446962689,2016-02-02 22:23:43,RT @popeformosus: @clubthanz1 ruffalo's oscar push with that speech near the end was cringey af
694647410145021952,2016-02-02 22:23:43,"RT @Oscar_Chavira: Va un video sobre el momento en que DiCaprio gana el SAG.

Nótese la ovación y el speech."
694647409939456000,2016-02-02 22:23:43,"RT @lukewskywalker: mas falando serio, como cOmO leonardo dicaprio 
L E O N A R D O D I C A P R I O
nao tem um oscar??¿??"
694647409914335232,2016-02-02 22:23:43,RT @20_dariana: Leo tiene que ganar el Oscar!! 👏👏👏
694647409910124545,2016-02-02 22:23:43,RT @irmadojoreI: o dinheiro é como o oscar e eu sou o Leo Dicaprio
694647409897521156,2016-02-02 22:23:43,"RT @mrshadwick: Movie #4, starring leo d.caprio and directed by the same person that helped get michael keaton an oscar. Just... https://t.…"
694647409444524032,2016-02-02 22:23:42,RT @AndrewTurmer: @sophwilkinson Standard procedural stretched over 2 hours with a bit of Ruffalo quirkiness. Definitely not an Oscar winne…
694646154882125825,2016-02-02 22:18:43,RT @AlexandraBeetle: #MichaelFassbender #KateWinslet deserve #Oscars 4 @SteveJobsFilm.Sad about deserving Leo said 2 win BUT Michael was CO…
694646154865278976,2016-02-02 22:18:43,"RT @Florgudi: Si Lionardo DiCaprio no gana el Oscar éste año, no lo gana mas.  #TheRevenant"
694646154642989057,2016-02-02 22:18:43,"RT @SpiceUKOnline: Take a look at what Spice UK thought about Leo's oscar hope, The Revenant https://t.co/gSRQN4BYUf https://t.co/JxIDmPrSXH"
694646154122895360,2016-02-02 22:18:43,"RT @NikeStoreNG: Josh Brolin Trashes Leonardo DiCaprio's 'Revenant' Performance, Requests Five Oscars for Himself https://t.co/SavaMcRUxm"
694646153133047808,2016-02-02 22:18:43,"RT @spacespirk: Comunque dai, fateglielo vincere 'sto benedetto oscar a DiCaprio quest'anno 😂 la parte non era per niente facile da intepre…"
694646153103708160,2016-02-02 22:18:43,"RT @luisbergante: Josh Brolin Trashes Leonardo DiCaprio's 'Revenant' Performance, Requests Five Oscars for Himself https://t.co/VUYA59zoSA"
694646152877203460,2016-02-02 22:18:43,RT @Brannigan97: The Revenant is a class film... Leo will surely be getting an Oscar for that 👌
694646152868839425,2016-02-02 22:18:43,"RT @Diario_Super: El actor Leonardo DiCaprio se alzó nuevamente con los Premios SAG, va camino al OSCAR. #HoyEnSuper #Show https://t.co/VIK…"
694646152365522944,2016-02-02 22:18:43,"RT @TechBulletin: Josh Brolin Trashes Leonardo DiCaprio's 'Revenant' Performance, Requests Five Oscars for Himself https://t.co/pn1wzrRMpt"
694646151434407937,2016-02-02 22:18:43,"RT @Oscar_Chavira: SAG Awards Mejor Actriz.

Brie Larson

A replantear la categoría en el Oscar, chavos."
694646151300149253,2016-02-02 22:18:43,"RT @tchetlana: @C_Rampling VS VOUS TROMPEZ CARRÉMENT DE DIRE QU'IL Y A UN NOMBRE
 INCROYABLE D 'ACTRICES NOIRE NOMMÉES AUX OSCARS, VOUS ETE…"
694646151274979328,2016-02-02 22:18:43,"RT @CateBlanchttNws: All the Oscars Women, Jennifer Lawrence, Cate Blanchett and Lupita Nyong'o Pose for Vanity Fair Ho... https://t.co/nHT…"
694646151266590725,2016-02-02 22:18:43,RT @Oscar_Chavira: Acá un apunte sobre Brie Larson. https://t.co/bNhMlct1pE
694646151253999616,2016-02-02 22:18:43,"RT @Enzocmoura: ""cade o meu oscar"" frase anual de DiCaprio https://t.co/NrV1AkFD2i"
694646151203680256,2016-02-02 22:18:43,RT @jp_ferreira42: se o dicaprio levar o oscar... é o fim do mundo
694646151199494144,2016-02-02 22:18:43,"RT @anadegioanni: Linda tarde con Leo, Oscar y Edith🏊🏊"
694646151186890754,2016-02-02 22:18:43,"RT @Oscar_Chavira: SAG Awards Mejor Actor.

Leonardo DiCaprio.

Lo cual no es noticia.

La noticia es otra."
694646151178522624,2016-02-02 22:18:42,RT @babyideIuxe: leo is winning his first Oscar this month btw
694644898675433473,2016-02-02 22:13:44,"RT @Secao_42: Com a iminente vitória de #DiCaprio no próximo #Oscar, listamos os atores q podem virar os próximos memes do Oscar https://t.…"
694644898482421760,2016-02-02 22:13:44,RT @Getres: If DiCaprio doesn't get the Oscar with the Revenant... Rosa and I just finished watching it. Brutal.
694644897593331712,2016-02-02 22:13:44,RT @chrissayer00: Finally sat down to watch Fassbender's Macbeth. Utterly astounding stuff. Criminal that it's not up for any Oscars. Absol…
694644897131937792,2016-02-02 22:13:44,RT @kathyarosas: Ojalá Leonardo DiCaprio no gane el Óscar. He's SO MUCH better than the fucking Academy.
694644896506978304,2016-02-02 22:13:43,RT @IliannaAller: It is ridiculous that Leo has never won an Oscar but can we just talk about the fact that he's never been Sexiest Man Ali…
694644896448299010,2016-02-02 22:13:43,RT @HairbyChelynn: HAIR BY CHELYNN NEWS Alicia Vikander - See Alicia Vikander's style evolution from 2012 to the 2016 awards seaso... https…
694644896448286720,2016-02-02 22:13:43,RT @FocoCinefilo: #Recomendamos #Creed la sorpresa que le dará el #Oscars2016 a #Stallone #Crítica #trailer https://t.co/QOVMZ67nRZ https:/…
694644896326619136,2016-02-02 22:13:43,"RT @Rmurillorosa: ¿Qué el Oscar que va a ganar Stallone es mucho más al icono y personaje que a la actuación? Sí, pero después de ver Creed…"
694644896272089088,2016-02-02 22:13:43,RT @prioritylarry: si leonardo dicaprio no gana el oscar juro que me voy a tentar la vida
694644896263749632,2016-02-02 22:13:43,RT @joaonetu: Gostei de um vídeo @YouTube de @amdsfilms https://t.co/Y4L644n8bZ OSCAR FOR LEONARDO DICAPRIO...OR NOT.PART ONE.AMDSFILMS
