efid,id,salesArea,score,scoreAlt,smartwayScore,standard,stdText
CGMXT03.0157,31611,3,6.0,-1.0,-1,B4,Bin 4
CVWXT03.0HEV,31612,3,5.0,-1.0,-1,B5,Bin 5
CVWXT03.0HEV,31612,7,6.0,-1.0,-1,U2,LEV-II ULEV
CVWXT03.6U76,31613,3,5.0,-1.0,-1,B5,Bin 5
CVWXT03.6U76,31613,7,6.0,-1.0,-1,U2,LEV-II ULEV
CADXJ02.03UA,31614,3,5.0,-1.0,-1,B5,Bin 5
CADXJ02.03UA,31614,7,6.0,-1.0,-1,U2,LEV-II ULEV
CVVXJ03.2U2N,31615,3,5.0,-1.0,-1,B5,Bin 5
CVVXJ03.2U2N,31615,7,6.0,-1.0,-1,U2,LEV-II ULEV
CVVXJ03.2S2N,31616,7,9.0,-1.0,-1,PZEV,PZEV
CVVXJ03.2U2N,31616,3,5.0,-1.0,-1,B5,Bin 5
CVVXJ03.2U2N,31616,7,6.0,-1.0,-1,U2,LEV-II ULEV
CVVXJ03.2S2N,31617,7,9.0,-1.0,-1,PZEV,PZEV
CVVXJ03.2U2N,31617,3,5.0,-1.0,-1,B5,Bin 5
CVVXJ03.2U2N,31617,7,6.0,-1.0,-1,U2,LEV-II ULEV
CGMXV01.4001,31618,3,6.0,-1.0,1,B4,Bin 4
CBGTV08.0V16,31619,3,5.0,-1.0,-1,B5,Bin 5
CBGTV08.0V16,31619,7,5.0,-1.0,-1,L2,LEV-II LEV
CADXV05.2LR8,31620,3,5.0,-1.0,-1,B5,Bin 5
CADXV05.2LR8,31620,7,5.0,-1.0,-1,L2,LEV-II LEV
CADXV05.2LR8,31621,3,5.0,-1.0,-1,B5,Bin 5
CADXV05.2LR8,31621,7,5.0,-1.0,-1,L2,LEV-II LEV
CMBXV06.3U2A,31622,3,5.0,-1.0,-1,B5,Bin 5
CMBXV06.3U2A,31622,7,6.0,-1.0,-1,U2,LEV-II ULEV
CBMXV01.6N16,31623,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31623,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N16,31624,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31624,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N16,31625,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31625,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N16,31626,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31626,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31627,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31627,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31628,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31628,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31629,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31629,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31630,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31630,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6SPD,31631,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6SPD,31631,7,5.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6SPD,31632,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6SPD,31632,7,5.0,-1.0,1,U2,LEV-II ULEV
CJCXV05.0EAL,31633,3,5.0,-1.0,-1,B5,Bin 5
CJCXV05.0EAL,31633,7,6.0,-1.0,-1,U2,LEV-II ULEV
CJCXV05.0EAL,31634,3,5.0,-1.0,-1,B5,Bin 5
CJCXV05.0EAL,31634,7,6.0,-1.0,-1,U2,LEV-II ULEV
CJCXV05.0EAL,31635,3,5.0,-1.0,-1,B5,Bin 5
CJCXV05.0EAL,31635,7,6.0,-1.0,-1,U2,LEV-II ULEV
CJCXV05.0EAL,31636,3,5.0,-1.0,-1,B5,Bin 5
CJCXV05.0EAL,31636,7,6.0,-1.0,-1,U2,LEV-II ULEV
CBMXV01.6N16,31637,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31637,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N16,31638,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31638,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N16,31639,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31639,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N16,31640,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31640,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31641,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31641,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31642,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31642,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31643,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31643,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31644,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31644,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6SPD,31645,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6SPD,31645,7,5.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6SPD,31646,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6SPD,31646,7,5.0,-1.0,1,U2,LEV-II ULEV
CTYXV01.3BEA,31647,3,5.0,-1.0,1,B5,Bin 5
CTYXV01.3BEA,31647,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV04.0S65,31648,3,5.0,-1.0,-1,B5,Bin 5
CBMXV04.0S65,31648,7,5.0,-1.0,-1,L2,LEV-II LEV
CBMXV04.0S65,31649,3,5.0,-1.0,-1,B5,Bin 5
CBMXV04.0S65,31649,7,5.0,-1.0,-1,L2,LEV-II LEV
CBMXV04.0S65,31650,3,5.0,-1.0,-1,B5,Bin 5
CBMXV04.0S65,31650,7,5.0,-1.0,-1,L2,LEV-II LEV
CBMXV04.0S65,31651,3,5.0,-1.0,-1,B5,Bin 5
CBMXV04.0S65,31651,7,5.0,-1.0,-1,L2,LEV-II LEV
CGMXV01.8011,31652,3,6.0,-1.0,1,B4,Bin 4
CGMXV01.8011,31653,3,6.0,-1.0,1,B4,Bin 4
CFMXV01.6VDB,31654,3,6.0,-1.0,1,B4,Bin 4
CFMXV01.6VDB,31654,7,6.0,-1.0,1,B4,Bin 4
CFMXV01.6VDB,31655,3,6.0,-1.0,1,B4,Bin 4
CFMXV01.6VDB,31655,7,6.0,-1.0,1,B4,Bin 4
CFMXV01.6VDB,31656,3,6.0,-1.0,1,B4,Bin 4
CFMXV01.6VDB,31656,7,6.0,-1.0,1,B4,Bin 4
CTYXV03.5BEB,31657,3,5.0,-1.0,-1,B5,Bin 5
CTYXV03.5BEB,31657,7,6.0,-1.0,-1,U2,LEV-II ULEV
CTYXV03.5BEB,31658,3,5.0,-1.0,-1,B5,Bin 5
CTYXV03.5BEB,31658,7,6.0,-1.0,-1,U2,LEV-II ULEV
CTYXV02.5BEC,31659,3,5.0,-1.0,-1,B5,Bin 5
CTYXV02.5BEC,31659,7,6.0,-1.0,-1,U2,LEV-II ULEV
CTYXV02.5BEC,31660,3,5.0,-1.0,-1,B5,Bin 5
CTYXV02.5BEC,31660,7,6.0,-1.0,-1,U2,LEV-II ULEV
CTYXV02.5BEC,31661,3,5.0,-1.0,-1,B5,Bin 5
CTYXV02.5BEC,31661,7,6.0,-1.0,1,U2,LEV-II ULEV
CMAXV04.7LEV,31662,3,5.0,-1.0,-1,B5,Bin 5
CMAXV04.7LEV,31662,7,5.0,-1.0,-1,L2,LEV-II LEV
CMAXV04.7LEV,31663,3,5.0,-1.0,-1,B5,Bin 5
CMAXV04.7LEV,31663,7,5.0,-1.0,-1,L2,LEV-II LEV
CMBXV06.3U2A,31664,3,5.0,-1.0,-1,B5,Bin 5
CMBXV06.3U2A,31664,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV03.5U2A,31665,3,5.0,-1.0,-1,B5,Bin 5
CMBXV03.5U2A,31665,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV03.5S2A,31666,3,6.0,-1.0,-1,B4,Bin 4
CMBXV03.5S2A,31666,7,9.0,-1.0,-1,PZEV,PZEV
CMBXV03.5U2A,31666,3,5.0,-1.0,-1,B5,Bin 5
CMBXV03.5U2A,31666,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV03.5U2A,31667,3,5.0,-1.0,-1,B5,Bin 5
CMBXV03.5U2A,31667,7,6.0,-1.0,-1,U2,LEV-II ULEV
CBMXV01.6N16,31668,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31668,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N16,31669,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31669,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31670,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31670,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31671,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31671,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6SPD,31672,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6SPD,31672,7,5.0,-1.0,1,U2,LEV-II ULEV
CMTXV00.0EWB,31673,3,10.0,-1.0,2,B1,Bin 1
CMTXV00.0EWB,31673,7,10.0,-1.0,2,ZEV,ZEV
CHNXV02.4DB9,31674,3,5.0,-1.0,-1,B5,Bin 5
CHNXV02.4DB9,31674,7,6.0,-1.0,-1,U2,LEV-II ULEV
CHNXV02.4DB9,31675,3,5.0,-1.0,-1,B5,Bin 5
CHNXV02.4DB9,31675,7,6.0,-1.0,1,U2,LEV-II ULEV
CHNXV03.5EB3,31676,3,5.0,-1.0,-1,B5,Bin 5
CHNXV03.5EB3,31676,7,6.0,-1.0,-1,U2,LEV-II ULEV
CBMXV04.4N63,31677,3,5.0,-1.0,-1,B5,Bin 5
CBMXV04.4N63,31677,7,6.0,-1.0,-1,U2,LEV-II ULEV
CBMXV04.4N63,31678,3,5.0,-1.0,-1,B5,Bin 5
CBMXV04.4N63,31678,7,6.0,-1.0,-1,U2,LEV-II ULEV
CGMXV01.8011,31679,3,6.0,-1.0,1,B4,Bin 4
CGMXV01.8011,31680,3,6.0,-1.0,1,B4,Bin 4
CHNXV02.4CB3,31681,3,5.0,-1.0,-1,B5,Bin 5
CHNXV02.4CB3,31681,7,6.0,-1.0,1,U2,LEV-II ULEV
CHNXV02.4CB3,31682,3,5.0,-1.0,-1,B5,Bin 5
CHNXV02.4CB3,31682,7,6.0,-1.0,1,U2,LEV-II ULEV
CHNXV02.4MC3,31682,3,8.0,-1.0,1,B2,Bin 2
CHNXV02.4MC3,31682,7,9.0,-1.0,1,PZEV,PZEV
CHNXV03.5EB3,31683,3,5.0,-1.0,-1,B5,Bin 5
CHNXV03.5EB3,31683,7,6.0,-1.0,-1,U2,LEV-II ULEV
CHNXV03.5EB3,31684,3,5.0,-1.0,-1,B5,Bin 5
CHNXV03.5EB3,31684,7,6.0,-1.0,-1,U2,LEV-II ULEV
CHYXV01.6AW5,31685,3,5.0,-1.0,1,B5,Bin 5
CHYXV01.6AW5,31685,7,6.0,-1.0,1,U2,LEV-II ULEV
CHYXV01.6AW5,31686,3,5.0,-1.0,1,B5,Bin 5
CHYXV01.6AW5,31686,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.0TPC,31687,7,9.0,-1.0,1,PZEV,PZEV
CKMXV02.0TW5,31687,3,5.0,-1.0,1,B5,Bin 5
CKMXV02.0TW5,31687,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.0TW5,31688,3,5.0,-1.0,1,B5,Bin 5
CKMXV02.0TW5,31688,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.4DPC,31689,7,9.0,-1.0,1,PZEV,PZEV
CKMXV02.4DW5,31689,3,5.0,-1.0,-1,B5,Bin 5
CKMXV02.4DW5,31689,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.4DW5,31690,3,5.0,-1.0,-1,B5,Bin 5
CKMXV02.4DW5,31690,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV01.6BW5,31691,3,5.0,-1.0,1,B5,Bin 5
CKMXV01.6BW5,31691,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV01.6BW5,31692,3,5.0,-1.0,1,B5,Bin 5
CKMXV01.6BW5,31692,7,6.0,-1.0,1,U2,LEV-II ULEV
CTYXV01.8CC4,31693,3,7.0,-1.0,1,B3,Bin 3
CTYXV01.8CC4,31693,7,8.0,-1.0,2,S2,LEV-II SULEV
CTKXV02.05BB,31694,3,5.0,-1.0,1,B5,Bin 5
CTKXV02.05BB,31694,7,6.0,-1.0,1,U2,LEV-II ULEV
CTKXV02.05BB,31695,3,5.0,-1.0,-1,B5,Bin 5
CTKXV02.05BB,31695,7,6.0,-1.0,1,U2,LEV-II ULEV
CTKXV01.55BA,31696,3,5.0,-1.0,1,B5,Bin 5
CTKXV01.55BA,31696,7,6.0,-1.0,1,U2,LEV-II ULEV
CTKXV01.55BA,31697,3,5.0,-1.0,1,B5,Bin 5
CTKXV01.55BA,31697,7,6.0,-1.0,1,U2,LEV-II ULEV
CMBXJ03.5S2A,31698,3,6.0,-1.0,-1,B4,Bin 4
CMBXJ03.5S2A,31698,7,9.0,-1.0,-1,PZEV,PZEV
CMBXV03.0L2A,31699,7,3.0,-1.0,-1,L2,LEV-II LEV
CMBXV03.0L2A,31699,3,5.0,-1.0,-1,B5,Bin 5
CMBXV01.8U2A,31700,3,5.0,-1.0,-1,B5,Bin 5
CMBXV01.8U2A,31700,7,6.0,-1.0,1,U2,LEV-II ULEV
CMBXV03.5S2A,31701,3,6.0,-1.0,-1,B4,Bin 4
CMBXV03.5S2A,31701,7,9.0,-1.0,-1,PZEV,PZEV
CMBXV03.5U2A,31701,3,5.0,-1.0,-1,B5,Bin 5
CMBXV03.5U2A,31701,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV06.3U2A,31702,3,5.0,-1.0,-1,B5,Bin 5
CMBXV06.3U2A,31702,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV05.5U2B,31703,3,5.0,-1.0,-1,B5,Bin 5
CMBXV05.5U2B,31703,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV06.0U2A,31704,3,5.0,-1.0,-1,B5,Bin 5
CMBXV06.0U2A,31704,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV05.5U2B,31705,3,5.0,-1.0,-1,B5,Bin 5
CMBXV05.5U2B,31705,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV06.0U2A,31706,3,5.0,-1.0,-1,B5,Bin 5
CMBXV06.0U2A,31706,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV05.5U2B,31707,3,5.0,-1.0,-1,B5,Bin 5
CMBXV05.5U2B,31707,7,6.0,-1.0,-1,U2,LEV-II ULEV
CMBXV05.5U2B,31708,3,5.0,-1.0,-1,B5,Bin 5
CMBXV05.5U2B,31708,7,6.0,-1.0,-1,U2,LEV-II ULEV
CBMXV01.6N16,31709,3,5.0,-1.0,-1,B5,Bin 5
CBMXV01.6N16,31709,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N16,31710,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N16,31710,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31711,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31711,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31712,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31712,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31713,3,5.0,-1.0,-1,B5,Bin 5
CBMXV01.6N18,31713,7,6.0,-1.0,1,U2,LEV-II ULEV
CBMXV01.6N18,31714,3,5.0,-1.0,1,B5,Bin 5
CBMXV01.6N18,31714,7,6.0,-1.0,1,U2,LEV-II ULEV
CNSXV01.8G1A,31715,3,5.0,-1.0,1,B5,Bin 5
CNSXV01.8G1A,31715,7,6.0,-1.0,1,U2,LEV-II ULEV
CNSXV01.8G1A,31716,3,5.0,-1.0,-1,B5,Bin 5
CNSXV01.8G1A,31716,7,6.0,-1.0,1,U2,LEV-II ULEV
CNSXV01.8G1A,31717,3,5.0,-1.0,1,B5,Bin 5
CNSXV01.8G1A,31717,7,6.0,-1.0,1,U2,LEV-II ULEV
CNSXV01.6G4A,31718,3,5.0,-1.0,1,B5,Bin 5
CNSXV01.6G4A,31718,7,6.0,-1.0,1,U2,LEV-II ULEV
CNSXV01.6G4A,31719,3,5.0,-1.0,1,B5,Bin 5
CNSXV01.6G4A,31719,7,6.0,-1.0,1,U2,LEV-II ULEV
CFJXJ02.5MXG,31720,3,5.0,-1.0,1,B5,Bin 5
CFJXJ02.5MXG,31720,7,5.0,-1.0,1,L2,LEV-II LEV
CFJXJ02.5NVD,31720,3,6.0,-1.0,1,B4,Bin 4
CFJXJ02.5NVD,31720,7,9.0,-1.0,1,PZEV,PZEV
CFJXJ02.5MXG,31721,3,5.0,-1.0,1,B5,Bin 5
CFJXJ02.5MXG,31721,7,5.0,-1.0,1,L2,LEV-II LEV
CFJXJ02.5NVD,31721,3,6.0,-1.0,1,B4,Bin 4
CFJXJ02.5NVD,31721,7,9.0,-1.0,1,PZEV,PZEV
CFJXJ02.5PHL,31722,3,5.0,-1.0,-1,B5,Bin 5
CFJXJ02.5PHL,31722,7,5.0,-1.0,-1,L2,LEV-II LEV
CFJXJ02.5PHL,31723,3,5.0,-1.0,-1,B5,Bin 5
CFJXJ02.5PHL,31723,7,5.0,-1.0,-1,L2,LEV-II LEV
CSKXV2.395F1,31724,3,5.0,-1.0,-1,B5,Bin 5
CSKXV2.395F1,31724,7,5.0,-1.0,-1,L2OP,LEV II Optional
CSKXV2.395F1,31725,3,5.0,-1.0,1,B5,Bin 5
CSKXV2.395F1,31725,7,5.0,-1.0,1,L2OP,LEV II Optional
CSKXV2.395F1,31726,3,5.0,-1.0,-1,B5,Bin 5
CSKXV2.395F1,31726,7,5.0,-1.0,-1,L2OP,LEV II Optional
CSKXV2.395F1,31727,3,5.0,-1.0,-1,B5,Bin 5
CSKXV2.395F1,31727,7,5.0,-1.0,-1,L2OP,LEV II Optional
CSKXV2.395F1,31728,3,5.0,-1.0,-1,B5,Bin 5
CSKXV2.395F1,31728,7,5.0,-1.0,-1,L2OP,LEV II Optional
CSKXV2.395F1,31729,3,5.0,-1.0,-1,B5,Bin 5
CSKXV2.395F1,31729,7,5.0,-1.0,-1,L2OP,LEV II Optional
CSKXV2.395F1,31730,3,5.0,-1.0,-1,B5,Bin 5
CSKXV2.395F1,31730,7,5.0,-1.0,-1,L2OP,LEV II Optional
CSKXV2.395F1,31731,3,5.0,-1.0,-1,B5,Bin 5
CSKXV2.395F1,31731,7,5.0,-1.0,-1,L2OP,LEV II Optional
CSKXV2.395F1,31732,3,5.0,-1.0,-1,B5,Bin 5
CSKXV2.395F1,31732,7,5.0,-1.0,-1,L2OP,LEV II Optional
CSKXV2.395F1,31733,3,5.0,-1.0,-1,B5,Bin 5
CSKXV2.395F1,31733,7,5.0,-1.0,-1,L2OP,LEV II Optional
CTYXV01.5BEA,31734,3,5.0,-1.0,1,B5,Bin 5
CTYXV01.5BEA,31734,7,6.0,-1.0,1,U2,LEV-II ULEV
CTYXV01.5BEB,31734,3,5.0,-1.0,1,B5,Bin 5
CTYXV01.5BEB,31734,7,6.0,-1.0,1,U2,LEV-II ULEV
CTYXV01.5BEA,31735,3,5.0,-1.0,1,B5,Bin 5
CTYXV01.5BEA,31735,7,6.0,-1.0,1,U2,LEV-II ULEV
CTYXV01.5BEB,31735,3,5.0,-1.0,1,B5,Bin 5
CTYXV01.5BEB,31735,7,6.0,-1.0,1,U2,LEV-II ULEV
CBEXV06.84LA,31736,3,5.0,-1.0,-1,B5,Bin 5
CBEXV06.84LA,31736,7,5.0,-1.0,-1,L2,LEV-II LEV
CBMXV04.4N63,31737,3,5.0,-1.0,-1,B5,Bin 5
CBMXV04.4N63,31737,7,6.0,-1.0,-1,U2,LEV-II ULEV
CBMXV04.4N63,31738,3,5.0,-1.0,-1,B5,Bin 5
CBMXV04.4N63,31738,7,6.0,-1.0,-1,U2,LEV-II ULEV
CGMXV02.0021,31739,3,6.0,-1.0,-1,B4,Bin 4
CGMXJ02.4151,31740,3,6.0,-1.0,-1,B4,Bin 4
CGMXJ02.4150,31741,3,6.0,-1.0,-1,B4,Bin 4
CGMXV02.0001,31742,3,6.0,-1.0,-1,B4,Bin 4
CGMXV03.6165,31743,3,6.0,-1.0,-1,B4,Bin 4
CCRXV03.6VP0,31744,3,6.0,-1.0,-1,B4,Bin 4
CCRXV03.6VP0,31744,7,6.0,-1.0,-1,B4,Bin 4
CCRXV06.41P0,31745,3,5.0,-1.0,-1,B5,Bin 5
CCRXV06.41P0,31745,7,5.0,-1.0,-1,L2,LEV-II LEV
CCRXV05.7UP0,31746,3,6.0,-1.0,-1,B4,Bin 4
CCRXV05.7UP0,31746,7,6.0,-1.0,-1,B4,Bin 4
CCRXV06.41P0,31747,3,5.0,-1.0,-1,B5,Bin 5
CCRXV06.41P0,31747,7,5.0,-1.0,-1,L2,LEV-II LEV
CJCXV05.0EAL,31748,3,5.0,-1.0,-1,B5,Bin 5
CJCXV05.0EAL,31748,7,6.0,-1.0,-1,U2,LEV-II ULEV
CJCXV05.0EAL,31749,3,5.0,-1.0,-1,B5,Bin 5
CJCXV05.0EAL,31749,7,6.0,-1.0,-1,U2,LEV-II ULEV
CKMXV02.0TPC,31750,7,9.0,-1.0,1,PZEV,PZEV
CKMXV02.0TW5,31750,3,5.0,-1.0,1,B5,Bin 5
CKMXV02.0TW5,31750,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.0TW5,31751,3,5.0,-1.0,1,B5,Bin 5
CKMXV02.0TW5,31751,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.0TPC,31752,7,9.0,-1.0,1,PZEV,PZEV
CKMXV02.0TW5,31752,3,5.0,-1.0,1,B5,Bin 5
CKMXV02.0TW5,31752,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.4DPC,31753,7,9.0,-1.0,1,PZEV,PZEV
CKMXV02.4DW5,31753,3,5.0,-1.0,-1,B5,Bin 5
CKMXV02.4DW5,31753,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.4DW5,31754,3,5.0,-1.0,-1,B5,Bin 5
CKMXV02.4DW5,31754,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.0EW5,31755,3,5.0,-1.0,-1,B5,Bin 5
CKMXV02.0EW5,31755,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.4FPC,31756,7,9.0,-1.0,1,PZEV,PZEV
CKMXV02.4FW5,31756,3,5.0,-1.0,1,B5,Bin 5
CKMXV02.4FW5,31756,7,6.0,-1.0,1,U2,LEV-II ULEV
CKMXV02.4FW5,31757,3,5.0,-1.0,1,B5,Bin 5
CKMXV02.4FW5,31757,7,6.0,-1.0,1,U2,LEV-II ULEV
CDSXV02.4GRB,31758,3,5.0,-1.0,-1,B5,Bin 5
CDSXV02.4GRB,31758,7,5.0,-1.0,-1,L2,LEV-II LEV
CNSXV03.5G7B,31759,3,5.0,-1.0,-1,B5,Bin 5
CNSXV03.5G7B,31759,7,6.0,-1.0,-1,U2,LEV-II ULEV
CNSXV03.5G7D,31759,3,5.0,-1.0,-1,B5,Bin 5
CSAXV02.8162,31760,3,5.0,-1.0,-1,B5,Bin 5
CSAXV02.8162,31760,7,5.0,-1.0,-1,L2,LEV-II LEV
CFJXJ02.5MXG,31761,3,5.0,-1.0,-1,B5,Bin 5
CFJXJ02.5MXG,31761,7,5.0,-1.0,-1,L2,LEV-II LEV
CFJXJ02.5MXG,31762,3,5.0,-1.0,-1,B5,Bin 5
CFJXJ02.5MXG,31762,7,5.0,-1.0,-1,L2,LEV-II LEV
CFJXJ02.5NVD,31762,3,6.0,-1.0,1,B4,Bin 4
CFJXJ02.5NVD,31762,7,9.0,-1.0,1,PZEV,PZEV
CFJXJ02.5PHL,31763,3,5.0,-1.0,-1,B5,Bin 5
CFJXJ02.5PHL,31763,7,5.0,-1.0,-1,L2,LEV-II LEV
CFJXJ03.6TGK,31764,3,5.0,-1.0,-1,B5,Bin 5
CFJXJ03.6TGK,31764,7,5.0,-1.0,-1,L2,LEV-II LEV
CFJXJ03.6WFJ,31764,3,5.0,-1.0,-1,B5,Bin 5
CFJXJ03.6WFJ,31764,7,6.0,-1.0,-1,U2,LEV-II ULEV
CTYXV02.5BED,31765,3,5.0,-1.0,1,B5,Bin 5
CTYXV02.5BED,31765,7,6.0,-1.0,1,U2,LEV-II ULEV
CTYXV02.5HE2,31765,3,5.0,-1.0,1,B5,Bin 5
CTYXV02.5HE2,31765,7,9.0,-1.0,1,PZEV,PZEV
CTYXV03.5BEC,31766,3,5.0,-1.0,-1,B5,Bin 5
CTYXV03.5BEC,31766,7,6.0,-1.0,1,U2,LEV-II ULEV
CTYXV01.8HC3,31767,3,7.0,-1.0,1,B3,Bin 3
CTYXV01.8HC3,31767,7,9.0,-1.0,2,PZEV,PZEV
CVWXV02.5259,31768,3,7.0,-1.0,1,B3,Bin 3
CVWXV02.5259,31768,7,9.0,-1.0,1,PZEV,PZEV
CVWXV02.5U35,31768,3,5.0,-1.0,-1,B5,Bin 5
CVWXV02.5259,31769,3,7.0,-1.0,1,B3,Bin 3
CVWXV02.5259,31769,7,9.0,-1.0,1,PZEV,PZEV
CVWXV02.5U35,31769,3,5.0,-1.0,-1,B5,Bin 5
CVWXV03.6U41,31770,3,5.0,-1.0,-1,B5,Bin 5
CVWXV03.6U41,31770,7,6.0,-1.0,-1,U2,LEV-II ULEV
CCRXV03.6VP0,31771,3,6.0,-1.0,-1,B4,Bin 4
CCRXV03.6VP0,31771,7,6.0,-1.0,-1,B4,Bin 4
CCRXV05.7UP0,31772,3,6.0,-1.0,-1,B4,Bin 4
CCRXV05.7UP0,31772,7,6.0,-1.0,-1,B4,Bin 4
CCRXV05.7UP0,31773,3,6.0,-1.0,-1,B4,Bin 4
CCRXV05.7UP0,31773,7,6.0,-1.0,-1,B4,Bin 4
CCRXV03.6RNA,31774,3,5.0,-1.0,-1,B5,Bin 5
CCRXV03.6UPA,31774,3,6.0,-1.0,-1,B4,Bin 4
CCRXV03.6UPA,31774,7,6.0,-1.0,-1,B4,Bin 4
CCRXV03.6RNA,31775,3,5.0,-1.0,-1,B5,Bin 5
CCRXV03.6UPA,31775,3,6.0,-1.0,-1,B4,Bin 4
CCRXV03.6UPA,31775,7,6.0,-1.0,-1,B4,Bin 4
CCRXV06.41P0,31776,3,5.0,-1.0,-1,B5,Bin 5
CCRXV06.41P0,31776,7,5.0,-1.0,-1,L2,LEV-II LEV
CCRXV03.6VP0,31777,3,6.0,-1.0,-1,B4,Bin 4
CCRXV03.6VP0,31777,7,6.0,-1.0,-1,B4,Bin 4
CCRXV05.7UP0,31778,3,6.0,-1.0,-1,B4,Bin 4
CCRXV05.7UP0,31778,7,6.0,-1.0,-1,B4,Bin 4
CCRXV05.7UP0,31779,3,6.0,-1.0,-1,B4,Bin 4
